1.068725183766692011e+00,9.264086185976843080e-01,2.999999999999999889e-01
1.043822493175510013e+00,8.071219150673469844e-01,3.217014268780540864e-01
1.019429656253282968e+00,6.902096705638821605e-01,3.427379169287722571e-01
9.956973570361127290e-01,5.764264190830205026e-01,3.629089353699562759e-01
9.726829147754468829e-01,4.661092868338299056e-01,3.821407489696639348e-01
9.506379888345899420e-01,3.604660988609388883e-01,4.001003076116028123e-01
9.297518230516234050e-01,2.604248554145904282e-01,4.165387527521826061e-01
9.102356199402475978e-01,1.670049375095954691e-01,4.311672141574496298e-01
8.919607900407352519e-01,7.969405668129932174e-02,4.441358367518272732e-01
8.746328490260334432e-01,-2.765152471428435239e-03,4.558126222937351479e-01
8.579739260349292795e-01,-8.154767780936586496e-02,4.665567274324999847e-01
8.420256895630092719e-01,-1.563806626093747765e-01,4.763212081160499434e-01
8.269080335081463451e-01,-2.266450689236332305e-01,4.849403254155217891e-01
8.125461222591129351e-01,-2.926224763544139629e-01,4.925057542317177739e-01
7.988511569728092843e-01,-3.546590594675876895e-01,4.991374607711991929e-01
7.857771194884134447e-01,-4.128314239338583547e-01,5.048677110451007533e-01
7.732676934961810744e-01,-4.672329802812593691e-01,5.097278486157263977e-01
7.612802292294882367e-01,-5.180039628413729558e-01,5.137775978859211445e-01
7.498020350948008117e-01,-5.652861470959931189e-01,5.170954770909877984e-01
7.388344104726075612e-01,-6.092229105949219514e-01,5.197689739621325078e-01
7.283546712114625787e-01,-6.499508470624659751e-01,5.218685749667865137e-01
7.183066225119112413e-01,-6.875952680779215953e-01,5.234405840463324244e-01
7.085803922290906387e-01,-7.222642802964024389e-01,5.244931932675171993e-01
6.990156734767956070e-01,-7.540504231292561865e-01,5.250000000000000222e-01
6.893721973176278883e-01,-7.830224190973851250e-01,5.248800888889750826e-01
6.797989757920506193e-01,-8.093667983728277671e-01,5.243274479085373585e-01
6.703605342077560980e-01,-8.332411657866726218e-01,5.234775534265894148e-01
6.610708254425965436e-01,-8.547848027176311314e-01,5.224302510937200994e-01
6.518956273090890097e-01,-8.741205447073306933e-01,5.212495406166303136e-01
6.427785147580127312e-01,-8.913655618567414285e-01,5.199803241749592075e-01
6.336497887029883813e-01,-9.066367244995557906e-01,5.186526276604622732e-01
6.244581710525681784e-01,-9.200628745650232254e-01,5.173030293809129931e-01
6.151797160752919824e-01,-9.317902654159397891e-01,5.159812628350181063e-01
6.058083163743968047e-01,-9.419819639369260145e-01,5.147460096409821606e-01
5.963257062411676523e-01,-9.508104826396304166e-01,5.136501761801530730e-01
5.866820281064526466e-01,-9.584453546548792335e-01,5.127303192251991826e-01
5.768091415029800162e-01,-9.650447338517729179e-01,5.120107425921752720e-01
5.666356483296959290e-01,-9.707538926254974943e-01,5.115253524264372631e-01
5.560877159353722066e-01,-9.757068499373515724e-01,5.113368841003670395e-01
5.450867851458591762e-01,-9.800193164037439564e-01,5.115060223593206334e-01
5.335545228381095573e-01,-9.837855427235696615e-01,5.120640088077916818e-01
5.214145526661905228e-01,-9.870860905737721680e-01,5.130135284107480986e-01
5.086025531775464348e-01,-9.899997129072169999e-01,5.143489433207535377e-01
4.950706236836645013e-01,-9.926231475858016129e-01,5.161051492390315021e-01
4.807922926378934703e-01,-9.950688344556695153e-01,5.183511586783318137e-01
4.657620598481201357e-01,-9.974763948929592505e-01,5.212390101279567034e-01
4.500000000000000111e-01,-1.000000000000000000e+00,5.250000000000000222e-01
4.335764757646783374e-01,-1.002815530348968531e+00,5.300284718306376153e-01
4.165547861759882342e-01,-1.005957247582144554e+00,5.359743524135485160e-01
3.990554008501953076e-01,-1.009471024648195270e+00,5.426319972360785782e-01
3.812264710963995662e-01,-1.013404838176550360e+00,5.498662738219337598e-01
3.632335648695236285e-01,-1.017820183707936810e+00,5.576234333214493688e-01
3.452541356840002629e-01,-1.022783827838419368e+00,5.658918967934256639e-01
3.274717655416855000e-01,-1.028372599718699432e+00,5.747028948109510482e-01
3.100733729449077214e-01,-1.034656984677568392e+00,5.840702504995824995e-01
2.932402594720937006e-01,-1.041695139960873595e+00,5.939651663043362673e-01
2.771458144236819687e-01,-1.049531696531581293e+00,6.043175159366740434e-01
2.619565425921067114e-01,-1.058209582690741390e+00,6.150575191988794099e-01
2.478412385262705742e-01,-1.067774263030037973e+00,6.261399396807788564e-01
2.349423600493281972e-01,-1.078264900336130871e+00,6.375291846821637964e-01
2.233856044797824514e-01,-1.089719286264005937e+00,6.491883625928145385e-01
2.133644950529198780e-01,-1.102173440858844389e+00,6.610519954585644120e-01
2.050789771140399120e-01,-1.115658339119015574e+00,6.730499435385830509e-01
1.986194603828676519e-01,-1.130228935398593038e+00,6.851709098145905008e-01
1.939701495053753333e-01,-1.145980463948301997e+00,6.974724197021668903e-01
1.910809478317443966e-01,-1.163026525689449198e+00,7.100441145745306493e-01
1.900128150525922655e-01,-1.181487656225816751e+00,7.229202709101210100e-01
1.909197282374221760e-01,-1.201477797155375171e+00,7.360636461443361700e-01
1.943725108989679262e-01,-1.222974914644055611e+00,7.493444118438506996e-01
